date,gross_return,commission_cost,slippage_cost,borrow_cost,net_return,turnover,gross_exposure,cap_binding,n_long,n_short
2010-01-04,-0.001874185310035979,9.6429486351957e-05,0.00028928845905587097,7.653133837456903e-06,-0.002267556389281264,1.9285897270391401,0.9642948635195701,True,17,17
2010-01-05,0.0018198858709858755,9.999999999999998e-05,0.0002999999999999999,7.936507936507934e-06,0.0014119493630493675,1.9999999999999996,0.9999999999999998,True,17,17
2010-01-06,4.3533748381327725e-05,0.0001,0.0003,7.936507936507934e-06,-0.0003644027595551802,2.0,1.0,True,16,16
2010-01-07,-0.0013954895013074046,0.0001,0.0003,7.936507936507936e-06,-0.0018034260092439126,2.0,1.0,True,17,17
2010-01-08,-0.0012546373452206573,9.6446314061637e-05,0.00028933894218491097,7.65446936997119e-06,-0.0016480770708371764,1.92892628123274,0.96446314061637,True,17,17
2010-01-11,0.005253345519520909,0.0001,0.0003,7.936507936507936e-06,0.004845409011584401,2.0,1.0,True,17,17
2010-01-12,-0.0025263016159192886,9.999999999999999e-05,0.0002999999999999999,1.110566741136508e-05,-0.0029374072833306536,1.9999999999999998,0.9999999999999999,True,17,17
2010-01-13,0.000399584582855365,0.0001,0.0003,5.898986394031722e-05,-5.9405281084952166e-05,2.0,1.0,True,17,17
2010-01-14,0.00020661713439583352,9.999999999999998e-05,0.0002999999999999999,7.936507936507934e-06,-0.00020131937354067432,1.9999999999999996,0.9999999999999998,True,17,17
2010-01-15,0.000504407486320604,9.483345895273198e-05,0.00028450037685819594,7.5264649962485715e-06,0.00011754718551342751,1.8966691790546397,0.9483345895273199,True,17,17
2010-01-19,-0.006195911596562467,0.0001,0.0003,7.936507936507936e-06,-0.006603848104498975,2.0,1.0,True,17,17
2010-01-20,0.0022614353072588182,9.999999999999999e-05,0.0002999999999999999,7.936507936507934e-06,0.0018534987993223105,1.9999999999999998,0.9999999999999999,True,17,17
